User,Comment,Source,clean_text
fabianarya7,sblm puluhan ribuan🗿,tiktok_1,sblm puluhan ribuan
king_izer,sumpah BG capek gw jadi fans mu tapi gw gak bisa lepas dari mu😭😭😭,tiktok_1,sumpah bg capek gw jadi fans mu tapi gw gak bisa lepas dari mu
athrun_zala5,uda ya uda fens emyu dalam goa aja🤭😜,tiktok_1,uda ya uda fens emyu dalam goa aja
radiv30414,nonton live nya komen sebelum ribuan masuk live nya lagi 🗿,tiktok_1,nonton live nya komen sebelum ribuan masuk live nya lagi
pesona.sr,baru 8 mnt udh 1k like tutor bg kyle🗿🗿,tiktok_1,baru mnt udh k like tutor bg kyle
m..arif.rahman.sa,cepet banget 8menit dah fyp lah gua😔,tiktok_1,cepet banget menit dah fyp lah gua
ank.b5.dari.d,sebelum ribuan,tiktok_1,sebelum ribuan
jidin147,sahabat kita di gituin ma unitet dan real Madrid,tiktok_1,sahabat kita di gituin ma unitet dan real madrid
mayyyo_044,coba tes mu lawan persib,tiktok_1,coba tes mu lawan persib
clownhater0,kiper bangkok united lebih bagus dr onana kahh?😭,tiktok_1,kiper bangkok united lebih bagus dr onana kahh
ap_bremm,@ㅤmending ganti aja tu emyu jadi club malam😂,tiktok_1,mending ganti aja tu emyu jadi club malam
kingemyu.xml,pemain emyu males ngejar bola 😌😌,tiktok_1,pemain emyu males ngejar bola
balck_foortrexx,di Google mu kok menang ya aku gak nonton bukan fans mu soalnya,tiktok_1,di google mu kok menang ya aku gak nonton bukan fans mu soalnya
mauris__24,yaallah angkat lah derajat Manchester united 🥺,tiktok_1,yaallah angkat lah derajat manchester united
1bro21,sepi bang,tiktok_1,sepi bang
zoybiz,sebelum ribuan,tiktok_1,sebelum ribuan
inipanghidup,semoga dibalas @Kyle Kusumo⚡️,tiktok_1,semoga dibalas kyle kusumo
gilzzzzzzz4,sebelum ribuan absen di sini ya,tiktok_1,sebelum ribuan absen di sini ya
rezk231,sebelum ribuan,tiktok_1,sebelum ribuan
inipanghidup,semoga dibalas @Kyle Kusumo⚡️,tiktok_1,semoga dibalas kyle kusumo
syabil0409,sama bg aku sedih king mu kalah,tiktok_1,sama bg aku sedih king mu kalah
derrdorr123,"kalah itu biasa,tapi kalahnya lawan asean",tiktok_1,kalah itu biasatapi kalahnya lawan asean
adligzz0,aduhh kalahh lagii padahal lawan asean,tiktok_1,aduhh kalahh lagii padahal lawan asean
naufal.sk.sra,pertama,tiktok_1,pertama
mumuu666gmail01,padahal ini satu2 nya jalan emyu bisa dapet tiket UCL loh😭😭,tiktok_1,padahal ini satu nya jalan emyu bisa dapet tiket ucl loh
user8969999999678,masih ada lag 2,tiktok_1,masih ada lag
namakuarkha.1,tim gede aja kalah sama pemain. asean,tiktok_1,tim gede aja kalah sama pemain asean
muhammad.rayyan.z83,kasihan😂,tiktok_1,kasihan
dika__saputra8,sebelum 7 mnt,tiktok_1,sebelum mnt
kerr_23.7,mainnya kek sesuai duit aja,tiktok_1,mainnya kek sesuai duit aja
somethingornothing04,emang paling bener di balikin ke liga 4 inggris bjir😹,tiktok_1,emang paling bener di balikin ke liga inggris bjir
limbong.081,"""sengaja kalah",,sengaja kalah
10_2_0012,GK terima gw mu kalah,tiktok_1,gk terima gw mu kalah
siikennndy,"""""""ah elah fun match doang""""""",tiktok_1,ah elah fun match doang
botrex.boy,sebelum ribuan 🗿🤣,tiktok_1,sebelum ribuan
m.afi3,ini yg salah siapa pelatih pemain manajemen udah mau gila gua jadi fans emyu 😌😌,tiktok_1,ini yg salah siapa pelatih pemain manajemen udah mau gila gua jadi fans emyu
plerr2345,amorim terlalu meremehkan asean🤣,tiktok_1,amorim terlalu meremehkan asean
fathir.p86,sebelum 200,tiktok_1,sebelum
althalahhh,@manutd beli pemain asean aja,tiktok_1,manutd beli pemain asean aja
.ariesss15,"udah bubarin aja ini club,suruh jualan batagor aja",tiktok_1,udah bubarin aja ini clubsuruh jualan batagor aja
fizzz.y5,sebelum ribuan,tiktok_1,sebelum ribuan
alfannn0425,wkwkwkw kalah sama Asean Al star,tiktok_1,wkwkwkw kalah sama asean al star
muhamad_efan6,"bang, aku lahir bulan 1-0",tiktok_1,bang aku lahir bulan
albi_user_kece,bagus jadi setiker,tiktok_1,bagus jadi setiker
allsanz40,nih emyu lawan malut juga kalah bjir 🗿,tiktok_1,nih emyu lawan malut juga kalah bjir
mgilang362,absen sebelum rame👇,tiktok_1,absen sebelum rame
galang.12384,sebelum ribuan,tiktok_1,sebelum ribuan
fatih13355,emyu menang tadi tapi me nanggung bukan menang,tiktok_1,emyu menang tadi tapi me nanggung bukan menang
adsel.edtzz,bang dukung manchester city aja,tiktok_1,bang dukung manchester city aja
prataaxhrsb,sblum ribuan,tiktok_1,sblum ribuan
fathanh44,Badut united 🤭,tiktok_1,badut united
asyad.my,sebelum ratusan,tiktok_1,sebelum ratusan
altzzyyxx,terakhir,tiktok_1,terakhir
jokoarifianjr,"sebelum ribuan , like masih 100",tiktok_1,sebelum ribuan like masih
lolitacinderaamor5,satu detik 🧢,tiktok_1,satu detik
rdcxhoo27,keknya hrs join ke liga 1 deh bang biar seru persaingannya 😀,tiktok_1,keknya hrs join ke liga deh bang biar seru persaingannya
imam.mustaqim258,rendah banget mu kalah sama tim asia Tenggara dan yg cetak gol pemain myanmar lgi🤣,tiktok_1,rendah banget mu kalah sama tim asia tenggara dan yg cetak gol pemain myanmar lgi
yozzaaa4,sebelum ribuan gua ke 56 sumpah,tiktok_1,sebelum ribuan gua ke sumpah
amin.nisa60,pemain indo gak main wkwk,tiktok_1,pemain indo gak main wkwk
4effendy,hahahaha setan merah kalah😂😂,tiktok_1,hahahaha setan merah kalah
satyit7,capek dah liat emyu kalah 😥,tiktok_1,capek dah liat emyu kalah
revannnnn111,masi ada ya orang yang dukung mu,tiktok_1,masi ada ya orang yang dukung mu
superman.714,sebelum ribuan,tiktok_1,sebelum ribuan
ajjamx,gak usah hina pun sudah hina ini klub,tiktok_1,gak usah hina pun sudah hina ini klub
catalunya9,kalo kata gw mah ini club gausah maen di premier league😂😂🤣,tiktok_1,kalo kata gw mah ini club gausah maen di premier league
hanzz._1,udh paling bener di jadikan klub malam,tiktok_1,udh paling bener di jadikan klub malam
mikael_siringoringo,pertama,tiktok_1,pertama
afkarzaidanathaya2,lawak itu mu,tiktok_1,lawak itu mu
breaknoth,udah ga ketolong🤣🤣🤣,tiktok_1,udah ga ketolong
muhammadobi153,like nya masih 30 sekarang brp,tiktok_1,like nya masih sekarang brp
emiraprilio,pindah ke liga 3 aja mu biar dapat trophy 😹,tiktok_1,pindah ke liga aja mu biar dapat trophy
gilangxg7,ah bang kalah bang,tiktok_1,ah bang kalah bang
ssibxlsxekki,garnacho dikantongin kakang,tiktok_1,garnacho dikantongin kakang
zakifarellinda,dikantong kakang ada garnacho😂,tiktok_1,dikantong kakang ada garnacho
al_suka_tentara,sebelum ratusan,tiktok_1,sebelum ratusan
aa.timnas,sebelum m m man 🔥👍 ke 16,tiktok_1,sebelum m m man ke
xenovir0,Hampir pertama,tiktok_1,hampir pertama
npyestz,santai aja ada leg2 mu awto comeback,tiktok_1,santai aja ada leg mu awto comeback
saktibroo,peforma emyu lagi tipiss sabar y a bg☺️,tiktok_1,peforma emyu lagi tipiss sabar y a bg
mh_arhamcc,pertam ni😂😂😂,tiktok_1,pertam ni
tri_cantikk,wah belum ribuan,tiktok_1,wah belum ribuan
nijijr11,pertama,tiktok_1,pertama
fcmobil43,kasian,tiktok_1,kasian
hndraee_,pertama🤣🤣🤣,tiktok_1,pertama
dhafincahyaramaadhan,pertama,tiktok_1,pertama
frizaaa1409,pertamax,tiktok_1,pertamax
bocahhhhaa,pertama,tiktok_1,pertama
official_megatron0,pertama,tiktok_1,pertama
hafidzxsam,fobia mu ada angka 10,tiktok_1,fobia mu ada angka
7_dash,gapapa gak dapat piala asalkan friendly match,tiktok_1,gapapa gak dapat piala asalkan friendly match
ranzxy06,knp ya harus kalah😞,tiktok_1,knp ya harus kalah
mhd.haikal_07,MU main di Liga 1 mungkin masih kalah dari psm,tiktok_1,mu main di liga mungkin masih kalah dari psm
ainurhamza123,yang bilang mu lapis kedua lapis kedua hey meskipun lapis kedua tuh mereka pemain internasional woi banyak pemain yang terkenal juga ikut main,tiktok_1,yang bilang mu lapis kedua lapis kedua hey meskipun lapis kedua tuh mereka pemain internasional woi banyak pemain yang terkenal juga ikut main
hendrikushutagal6,"""2008: saking kuatnya dibuat vs Europe XI",,saking kuatnya dibuat vs europe xi
kacang_rz,ko ada yang masih fans MU,tiktok_2,ko ada yang masih fans mu
nosera98,info hongkong udah 1-0 lawan MU wkwkwk,tiktok_2,info hongkong udah lawan mu wkwkwk
terserahlah290,bukan masalah jago asean cuman liat aja mu 2007 pemain nya siapa aja bro,tiktok_2,bukan masalah jago asean cuman liat aja mu pemain nya siapa aja bro
jervie860,itu dorgu BG kyle,tiktok_2,itu dorgu bg kyle
husenzxyxx,yang bingung adalah kok garnacho fi kantongin kakang😹🗿,tiktok_2,yang bingung adalah kok garnacho fi kantongin kakang
wirabadsha,"""Eropa XI kalah sama MU, MU kalah sama Asean all star, Asean all star kalah sama timnas Indonesia",,eropa xi kalah sama mu mu kalah sama asean all star asean all star kalah sama timnas indonesia
kyalmz890,gimana ya kalo di Manchester masih ada Ronaldo 🤔,tiktok_2,gimana ya kalo di manchester masih ada ronaldo
ryoo_255,BTW DAH BISA KOMEN FOTO LOH,tiktok_2,btw dah bisa komen foto loh
amat7789,menang dari eropa itu pemainya bagus seperti ronaldo rooney van der sar coba liat emyu sekarang,tiktok_2,menang dari eropa itu pemainya bagus seperti ronaldo rooney van der sar coba liat emyu sekarang
iban_aja_cvc,bangun oii tiktok dah bisa komen foto,tiktok_2,bangun oii tiktok dah bisa komen foto
godbless.pupente,pertama bang,tiktok_2,pertama bang
anugrah.alfattih30,absen dlu sebelum rame👇,tiktok_2,absen dlu sebelum rame
kanzuttt8,bang coba bikin tim terbaik mu pake filter,tiktok_2,bang coba bikin tim terbaik mu pake filter
sjufgk,siapakah pemain mu no 42 itu,tiktok_2,siapakah pemain mu no itu
bar_suka_tehpucuk,pertama,tiktok_2,pertama
denzz_1.0,wajar bang beda zaman,tiktok_2,wajar bang beda zaman
neonz_ae,menurutku mu main nya gk serius soalny kan laga persahabatan,tiktok_2,menurutku mu main nya gk serius soalny kan laga persahabatan
k4njut_._._knjt,"bukan asia lebih bagus dari Europa, tapi dari pemain emyu🗿",tiktok_2,bukan asia lebih bagus dari europa tapi dari pemain emyu
nan123762,baru asean belum Asia,tiktok_2,baru asean belum asia
nontonmukbangg,padahal asean bukan pemain inti😭,tiktok_2,padahal asean bukan pemain inti
pemerintah45u,yg bikin bingung MU cuma kalah 1:0🗿,tiktok_2,yg bikin bingung mu cuma kalah
agusnapi7,garnacho takut ada asnawi,tiktok_2,garnacho takut ada asnawi
farhannexus,itu mah bukan asean all Star tapi all asean,tiktok_2,itu mah bukan asean all star tapi all asean
zakhi058,kan beda jaman bgg,tiktok_2,kan beda jaman bgg
dimzz.vo,"""gak kuat delok evakuasi ne cah🥀🥀🥀🥀",,gak kuat delok evakuasi ne cah
vanszzx14,MU UDAH SEKELAS LEICESTER🗿,tiktok_2,mu udah sekelas leicester
h_m1d10,Sekou Kone Pemain Mali Bang,tiktok_2,sekou kone pemain mali bang
runn_aja12,BANGUN WOI TIKTOK UDH BISA KIRIM KOMEN FOTO!!!,tiktok_2,bangun woi tiktok udh bisa kirim komen foto
alicia.khengniz,mu main di liga 2 aj,tiktok_2,mu main di liga aj
zacthesunrise0,Kayak Shidou aja masuk tim lawan,tiktok_2,kayak shidou aja masuk tim lawan
ggf.mode,ke empat belas,tiktok_2,ke empat belas
ryosetiawanputra,mana ada main pake hati cak,tiktok_2,mana ada main pake hati cak
pria_bumi555,"""surat pengunduran diri jadi fans emyu",,surat pengunduran diri jadi fans emyu
aiyahlah4o3,"belom mode serius itu emyu ,lagian kan emyu jago nya di eropa bukan di asia 🤭(tsunami trophy 🤭 tunggu tahun 2100)",tiktok_2,belom mode serius itu emyu lagian kan emyu jago nya di eropa bukan di asia tsunami trophy tunggu tahun
garnachoindo12,oh iya itukan sekou kone timnas u17 mali iya bukan si,tiktok_2,oh iya itukan sekou kone timnas u mali iya bukan si
dimmmmmmmm02,2025 masih ada fans mu?,tiktok_2,masih ada fans mu
tigaputra5895,no 42 seperti baloteli pemain PSM Makasar,tiktok_2,no seperti baloteli pemain psm makasar
nandasputra018,"yang menang merayakan,yang kalahh menjelaskann👊",tiktok_2,yang menang merayakanyang kalahh menjelaskann
randimj2,bg dulu itu kan beda squad nya beda kalo myu vs asean squad dulu udah pasti menang,tiktok_2,bg dulu itu kan beda squad nya beda kalo myu vs asean squad dulu udah pasti menang
m.rahmat543,gimana kalau tim itu cuma ngalah aja biar kita bahagia aja,tiktok_2,gimana kalau tim itu cuma ngalah aja biar kita bahagia aja
ceoo90,"""""""Asean Lebih Jago Dari Europa""""Katanya😹""",tiktok_2,asean lebih jago dari europakatanya
fadlel1,lah pantes lah asean all star menang org yg dilawannya aja klub papan bawah liga inggris,tiktok_2,lah pantes lah asean all star menang org yg dilawannya aja klub papan bawah liga inggris
jackff213,itu mungkin mereka sepele🤔,tiktok_2,itu mungkin mereka sepele
rifatarsenio,bg sebenar nya lu dukung madrid ap barcelona,tiktok_2,bg sebenar nya lu dukung madrid ap barcelona
biyyu_13843,itu bukan Asean All stars . Asean All stars nya yang asli lagi di bali,tiktok_2,itu bukan asean all stars asean all stars nya yang asli lagi di bali
ymirfritz86,"""menang merayakan",,menang merayakan
kenapa6745,bang lu ke malay🗿,tiktok_2,bang lu ke malay
arsalann_29,Ada kakang Rudianto,tiktok_2,ada kakang rudianto
yopanary32.id,"""Dulu Indonesia 1-0 Asean all stars",,dulu indonesia asean all stars
ajibwell06,ada kakang Rudianto,tiktok_2,ada kakang rudianto
thisss_is_athaaa,mu 2007 kyk monster anjirr gimna europe all star mau menang lawannya aja robot semua 🗿,tiktok_2,mu kyk monster anjirr gimna europe all star mau menang lawannya aja robot semua
penjahattt_3,masak sepak bola tarkam dih samain sama sepak bola eropa,tiktok_2,masak sepak bola tarkam dih samain sama sepak bola eropa
evan.putra970,psis semarang vs mu menang siapa ya🗿,tiktok_2,psis semarang vs mu menang siapa ya
nomercyy144,emyu doang kali bukan Eropa,tiktok_2,emyu doang kali bukan eropa
tsanzz3,ada pemain indo di Asean ol star,tiktok_2,ada pemain indo di asean ol star
aeman.yy,coba Abang dukun asean Al star 🤣,tiktok_2,coba abang dukun asean al star
fadilzzz.06,beda generasi bro,tiktok_2,beda generasi bro
apa.lahh374,"bukan ASEAN yg jago tapi emang lawannya aja drak sistem Europa, MU paling bener lawan mitra kukar",tiktok_2,bukan asean yg jago tapi emang lawannya aja drak sistem europa mu paling bener lawan mitra kukar
spyloft.ridho,bingung kenapa Manchester united ga main di liga 2 indo 😂😂,tiktok_2,bingung kenapa manchester united ga main di liga indo
lacazetta,"gpp yg penting bisa juara2, dpt medali perak, drpd arsenal ga dpt apa2",tiktok_2,gpp yg penting bisa juara dpt medali perak drpd arsenal ga dpt apa
skibidirizz3973,beda jaman bang🗿,tiktok_2,beda jaman bang
degga762,beda bet bang kyle suaranya,tiktok_2,beda bet bang kyle suaranya
user5665161444866,kenapa mu kalah ada pemain persib,tiktok_2,kenapa mu kalah ada pemain persib
kyyv018,klo tau gini mending persib vs mu🗿,tiktok_2,klo tau gini mending persib vs mu
ovrrxarzz,"lawannya club eropa tapi mu, 🗿 jelasss",tiktok_2,lawannya club eropa tapi mu jelasss
paulofutre12,bagusan mana bg bukit jalil ama gbk?,tiktok_2,bagusan mana bg bukit jalil ama gbk
opalazaaaa27,jawab gua donk siapa nomer 3 d persib,tiktok_2,jawab gua donk siapa nomer d persib
rizkyyyyyyyyy880,udah lh mu main di liga 1 aja,tiktok_2,udah lh mu main di liga aja
zassssukabola,cek vt yang gw sematkan😋,tiktok_2,cek vt yang gw sematkan
mssnns4,kan beda bang mu dulu tuh gacor banget sekarang ya begitulah,tiktok_2,kan beda bang mu dulu tuh gacor banget sekarang ya begitulah
manchester.persija.witan,bruno aj umpannya dengan hati🗿,tiktok_2,bruno aj umpannya dengan hati
hendrii922,maen di liga 1 aja bang,tiktok_2,maen di liga aja bang
1ammmmmmmmmm,udh paling bener MU main di liga indo aja,tiktok_2,udh paling bener mu main di liga indo aja
mygojo2013,ya kerana waktu 2007 ada ronaldo ana roneey kocak,tiktok_2,ya kerana waktu ada ronaldo ana roneey kocak
reysajah8,itu karena dulu ada cr bg,tiktok_2,itu karena dulu ada cr bg
syasya15151,lawannya tim medioker wajar menang🗿,tiktok_2,lawannya tim medioker wajar menang
riosukamatheuscunha,"Itu Kone Pemain Mali bg,dia main pas Word Cup U-17",tiktok_2,itu kone pemain mali bgdia main pas word cup u
yoffieee,fans MU kebanyakan teori,tiktok_2,fans mu kebanyakan teori
annasssrifqi6,first dapat apa,tiktok_2,first dapat apa
azllyk,"MU 2007 ada CR7,Wayne Rooney,van daer Sar dan lain2 .Makanya jago bang🗿🗿",tiktok_2,mu ada crwayne rooneyvan daer sar dan lain makanya jago bang
playergg26,bang Lu di Malaysia ya🤔,tiktok_2,bang lu di malaysia ya
danielzaqwan20,bingung kenapa mu kalah,tiktok_2,bingung kenapa mu kalah
saya_manusia193,"ya iya lah ASEAN all star bro, bukan pemain biasa all star pemain terbaik atau terbagus di Asia 🤦",tiktok_2,ya iya lah asean all star bro bukan pemain biasa all star pemain terbaik atau terbagus di asia
danzz2053,"menang kalah itu adat, MU kalah itu tabiat",tiktok_2,menang kalah itu adat mu kalah itu tabiat
qaid.ammar8,kamu pergi malaysia,tiktok_2,kamu pergi malaysia
ammmmmmmmmar70,yang peliknya kok MU puasa trophy,tiktok_2,yang peliknya kok mu puasa trophy
_.name7,2007 dengan 2025 beda,tiktok_2,dengan beda
aalicr77,Bang lu pergi Malaysia ya,tiktok_2,bang lu pergi malaysia ya
marrrnnn,BTW mau tanya ni bukan di malaysia,tiktok_2,btw mau tanya ni bukan di malaysia
fadhilmcinvincible,Ada dua pemain malaysia di asian all star dan tidak ada Indonesian 🤔,tiktok_2,ada dua pemain malaysia di asian all star dan tidak ada indonesian
kori_ini,kasian mu,tiktok_2,kasian mu
ditzz_anakharam,senyum terpaksa garnacho 😭 [写真],tiktok_2,senyum terpaksa garnacho
denzxxx20,JUARA BOB 🔥💙🏆 [写真],tiktok_2,juara bob
kimzz4you3,bewan cuy [写真],tiktok_2,bewan cuy
paman.joki,kangen era ini [写真],tiktok_2,kangen era ini
mhdaghaasytar_,akhirnyaa🤣 [写真],tiktok_2,akhirnyaa
merkzzzrandom,Bismillah emyu winnn [写真],tiktok_2,bismillah emyu winnn
rapxzz_rapakintil,day 1 emyu menangis [写真],tiktok_2,day emyu menangis
zaskippdmiw,sumpahh kangenn ciroo [写真],tiktok_2,sumpahh kangenn ciroo
nontonmukbangg,padahal asean bukan pemain inti😭,tiktok_2,padahal asean bukan pemain inti
arifinhamzahalfarizi,minimal bisa komen fito [写真],tiktok_2,minimal bisa komen fito
chello_guyzxrex,duo lagi nyantai jangan ribut [写真],tiktok_2,duo lagi nyantai jangan ribut
ikyy11161,pemain mu sekarang : [写真],tiktok_2,pemain mu sekarang
apiz07_,gua dah bisa komen foto jir [写真],tiktok_2,gua dah bisa komen foto jir
bagus0988,day one komen pakai foto 😂😂 [写真],tiktok_2,day one komen pakai foto
dekaizen_zen,keadaan nya sekarang MU [写真],tiktok_2,keadaan nya sekarang mu
dimasbaelah24,nuker galon dulu [写真],tiktok_2,nuker galon dulu
adnan.pp.persib,gw sekarang libur tapi.. [写真],tiktok_2,gw sekarang libur tapi
turz.tur,gabut [写真],tiktok_2,gabut
daffa41235,akumah persib [写真],tiktok_2,akumah persib
obet_real,ada yang gak masuk 😁😁 [写真],tiktok_2,ada yang gak masuk
revanza_arya8,anjay [写真],tiktok_2,anjay
asiktemonn,gass untuk fans mu yg ingin menonton live antara mu vs hongkong nanti malam akan live di tik tok jam 19.00 jgn sampai kelewatan,tiktok_2,gass untuk fans mu yg ingin menonton live antara mu vs hongkong nanti malam akan live di tik tok jam jgn sampai kelewatan
rethabaeee_,"Ga ada yang aneh, MU emang secupu itu kak 🙏",tiktok_2,ga ada yang aneh mu emang secupu itu kak
username.0203144,ada pemain persib bandung yang no bunggung 16 yang nama nya kakang,tiktok_2,ada pemain persib bandung yang no bunggung yang nama nya kakang
fino_zoro,itu yg nomer 42 patrik dorgu cok,tiktok_2,itu yg nomer patrik dorgu cok
babytayo3,bawa aku pergi dari sini [写真],tiktok_2,bawa aku pergi dari sini
heyazwkwk_,"""lbih tepatnya Asean bkan lbih jago dripda eropa",,lbih tepatnya asean bkan lbih jago dripda eropa
farizzamzamy526,"""Pesan ayah",,pesan ayah
darrydamien,jap jadi dia pergi Malaysia kah,tiktok_2,jap jadi dia pergi malaysia kah
didik.5588,MU bubarin aja suruh maen berbi🗿,tiktok_2,mu bubarin aja suruh maen berbi
bdul485,p mie ayam der [写真],tiktok_2,p mie ayam der
kingfcmobile_10,kalah itu karna ga pake tim utama,tiktok_2,kalah itu karna ga pake tim utama
cwok_sigma4,opo gunane kalah 1-0 emyu,tiktok_2,opo gunane kalah emyu
jisangarrr11,"""Ada mode dari sulit hingga ter mu",,ada mode dari sulit hingga ter mu
bayubottt12,otw antar munyuk pulang [写真],tiktok_2,otw antar munyuk pulang
irzz87,MU bot sama man city aja 6-3,tiktok_2,mu bot sama man city aja
hinata8351,"""cape"""" dari indo ke Inggris buat nonton mu kalah""",tiktok_2,cape dari indo ke inggris buat nonton mu kalah
ridwanliv,ronaldo nya gk ada mu jadi sampah lh,tiktok_2,ronaldo nya gk ada mu jadi sampah lh
ifannasgor,musim depan otw tsunami trophy 🗿,tiktok_2,musim depan otw tsunami trophy
diizyofficial93,patrik dorgu kan?,tiktok_2,patrik dorgu kan
kamu_aku244,"""dulu meratakan eropa",,dulu meratakan eropa
ahmad.na19,setan merah 🤣🤣,tiktok_2,setan merah
rohmattriyanti,udah degradasi kalah ama asean all star lapis 2 lgi 🤣🤣🤣🤣,tiktok_2,udah degradasi kalah ama asean all star lapis lgi
lolollsnsksn,malu aku jadi fans mu kalah sama ASEAN all starr,tiktok_2,malu aku jadi fans mu kalah sama asean all starr
dzhul47,kalah kalah aja bg😁,tiktok_2,kalah kalah aja bg
faisal1263p,kalo kalah ama Hong Kong udah pindah liga aja udah,tiktok_2,kalo kalah ama hong kong udah pindah liga aja udah
asih.ummu.nazzam,bg sakit gk bang ditampar oleh dodi🗿,tiktok_2,bg sakit gk bang ditampar oleh dodi
panggil.aja.anjir,aturan jangan lawan skuat emyu,tiktok_2,aturan jangan lawan skuat emyu
mahlil___bola,pas lagi op nya lawan eroupa allstar pas lagi badut di kasih lawan asean allstar kacaww😂,tiktok_2,pas lagi op nya lawan eroupa allstar pas lagi badut di kasih lawan asean allstar kacaww
safrizalijal20,"Untung ga lawan Europa xII , mungkin mu sekarang di bantai 100-0",tiktok_2,untung ga lawan europa xii mungkin mu sekarang di bantai
ixnoz1212,kalah sama team 1minggu lahir kocaakk kata embah gua di kuburan,tiktok_2,kalah sama team minggu lahir kocaakk kata embah gua di kuburan
ar_kan23,emang MU mah bot,tiktok_2,emang mu mah bot
ziqmemangbaik,"ubur-ubur ikan lele, mu gagal menguasai AFF leee😹",tiktok_2,uburubur ikan lele mu gagal menguasai aff leee
karl.adriyyan,amad dialo setelah kalah lawan asien all star [写真],tiktok_2,amad dialo setelah kalah lawan asien all star
minatozaki691,"bukan masalah sepakbola Asean lebih jago dari Eropa, lagian cuma lawan club tergob**k se-Eropa sepele kali🤣",tiktok_2,bukan masalah sepakbola asean lebih jago dari eropa lagian cuma lawan club tergobk seeropa sepele kali
0xmidnight_,"awokawokawok, club badut sebenarnya🤡",tiktok_2,awokawokawok club badut sebenarnya
.nanzk0n,kan mu mode pure,tiktok_2,kan mu mode pure
f41z.2,degradasi aja kali,tiktok_2,degradasi aja kali
fanz_xml6,pertama,tiktok_2,pertama
vinsx64,pertama dong,tiktok_2,pertama dong
rumnah.arum,gw liyat likenya masih 32 sekarang berapa [thinking],tiktok_2,gw liyat likenya masih sekarang berapa thinking
rayawj1,beda zaman bg😌,tiktok_2,beda zaman bg
r4dhyy_,Ga sanggup nahan malu gua kali ini anjjjjj,tiktok_3,ga sanggup nahan malu gua kali ini anjjjjj
yohanes_vnv,"yaelah faktor cuaca makanya MU kalah , pemain eropa ga terbiasa sama cuaca di Asean . bisa disimpulkan kalo Asean all star menang hoki",tiktok_3,yaelah faktor cuaca makanya mu kalah pemain eropa ga terbiasa sama cuaca di asean bisa disimpulkan kalo asean all star menang hoki
korozen1,tuh kan eth masih lebih bagus 🤭,tiktok_3,tuh kan eth masih lebih bagus
sciros_01,liat vt baru gw,tiktok_3,liat vt baru gw
jarvice__,"puncak komedi 😭, nyesal banget gua ga nonton match ini 😭",tiktok_3,puncak komedi nyesal banget gua ga nonton match ini
nawanswans,bro asean skrg bukan asean yg dulu skrg sudah berkembang pesat,tiktok_3,bro asean skrg bukan asean yg dulu skrg sudah berkembang pesat
ritsumy,dahlah ngelawak aja 🤣🤣🤣🤣,tiktok_3,dahlah ngelawak aja
_uhuuuuuyyy,Lama2 di tolak piala seluruh dunia🗿🗿🗿,tiktok_3,lama di tolak piala seluruh dunia
kak_iland_rohiid,Padahal Belum lawan king indo🤣,tiktok_3,padahal belum lawan king indo
farell0145,njir kalah sama club yg belum sempat bikin grup wa sama logo club!🗿,tiktok_3,njir kalah sama club yg belum sempat bikin grup wa sama logo club
mata.kaca3,MU Dark system nya berkepanjangan 🗿,tiktok_3,mu dark system nya berkepanjangan
gylxo_,kecewakan berat😭🤣,tiktok_3,kecewakan berat
syamelzri,2 days training,tiktok_3,days training
anaksyurga88.com,mssm sedia terima borang penyertaan emyu😁,tiktok_3,mssm sedia terima borang penyertaan emyu
nandakoree_,"jangan hina MU, sbb diorng dah sedia hina 😂",tiktok_3,jangan hina mu sbb diorng dah sedia hina
frayo.yobi,sema wantam😂😂😂,tiktok_3,sema wantam
_husaini.am,Melaka united mai elok lagi 😂,tiktok_3,melaka united mai elok lagi
doni_syahputra123,tidak dihina pun sudah hina MU,tiktok_3,tidak dihina pun sudah hina mu
otosan.life,Kau tulis surat resign jadi MU fan dah la lagi senang 😂,tiktok_3,kau tulis surat resign jadi mu fan dah la lagi senang
wafersejuk,masuk liga super pun tak lepas ni,tiktok_3,masuk liga super pun tak lepas ni
ayaksiga,lawan Piala DIY pun x lepas🤣🤣🤣🤣🤣🤣,tiktok_3,lawan piala diy pun x lepas
puteraofmalaya,traning 2 day,tiktok_3,traning day
khoinguyen2072009,k xao tôi đã pen điều này,tiktok_3,k xao ti pen iu ny
vudinhviet6,asian not asia,tiktok_3,asian not asia
genemcneill,man utd are back haha,tiktok_3,man utd are back haha
kuchai067,makan sikit bang nanti jatuh sakit,tiktok_3,makan sikit bang nanti jatuh sakit
ekatangkas_,Kalah sama team kerja kelompok anjay🤣,tiktok_3,kalah sama team kerja kelompok anjay
rzkyjuna,"mau kasian tapi gimana y, gua harep season depan degdradasi biar yg punya mu tuh mikir kalo clubny tuh ancur",tiktok_3,mau kasian tapi gimana y gua harep season depan degdradasi biar yg punya mu tuh mikir kalo clubny tuh ancur
derockstarr_,emang paling bener emyu main di kutub utara aja lawan beruang kutub,tiktok_3,emang paling bener emyu main di kutub utara aja lawan beruang kutub
gerykarmansyah,bahkan setelah mereka menang mereka juga bingung mau naro piala nya dimana!!!😂😂😂apa dibalikin ke panitia yaa...,tiktok_3,bahkan setelah mereka menang mereka juga bingung mau naro piala nya dimanaapa dibalikin ke panitia yaa
