User,Comment,Source,clean_text
vj.kong,jauh jauh ke malaydesh cuman mau liat kalah 😂😂😂mu lawak,tiktok_1,jauh jauh ke malaydesh cuman mau liat kalah mu lawak
vandzgod,setiap Kyle kusumo yang mendukung klub kalah teru dah🤣🤣🤣,tiktok_1,setiap kyle kusumo yang mendukung klub kalah teru dah
uzukenemakidengan.naruto,itu Malaysia vs mu kan aku tak sempat tengok live dia,tiktok_1,itu malaysia vs mu kan aku tak sempat tengok live dia
sheelrafera,emang mu cocoknya di liga tarkam keknya😂,tiktok_1,emang mu cocoknya di liga tarkam keknya
loasik123,gw berak pun masih kepikiran😭😭,tiktok_1,gw berak pun masih kepikiran
prozilong2109,"udah woi jangan ngejekin lagi,bang sabar ya gw juga dukung MU kok😁",tiktok_1,udah woi jangan ngejekin lagibang sabar ya gw juga dukung mu kok
hadif221,MU kalah dengan Asean😆,tiktok_1,mu kalah dengan asean
chongyouping7,"kalah menang hal yg wajar, tpi klo gk pernah menang wajar gk sih🤣🤣",tiktok_1,kalah menang hal yg wajar tpi klo gk pernah menang wajar gk sih
duaasasaatuuuu,emyu mending main di liga Kaltim aj sudah ga cocok di epl,tiktok_1,emyu mending main di liga kaltim aj sudah ga cocok di epl
fourtyeight__48,"DARK SYSTEM,beban orang tua 😏",tiktok_1,dark systembeban orang tua
alkhfsha,bahkan kalah sama klub baru yg pemainnya aja belum tentu saling kenal 😭,tiktok_1,bahkan kalah sama klub baru yg pemainnya aja belum tentu saling kenal
lodoniwhne,udh dalam lebih dalam,tiktok_1,udh dalam lebih dalam
_.jiraaaa,@d🚀 @Anak Artis,tiktok_1,d anak artis
wannnxzjr,Mau fokus apalagi ?,tiktok_1,mau fokus apalagi
ccippaccips,udah biasa itu dia,tiktok_1,udah biasa itu dia
ezhabibi.akun.ke2,alhamdulillah menang,tiktok_1,alhamdulillah menang
ivanndona,mu menang itu tidak wajar 😂,tiktok_1,mu menang itu tidak wajar
wowamzing.12,bg@Aditya_Nasution 🗿,tiktok_1,bgadityanasution
www.gutol09.com,garnaco trauma ketemu pemain indonesia,tiktok_1,garnaco trauma ketemu pemain indonesia
mahlukbumi861,kakang dan malik 🗣Madura ama Malut sama2 MU kayanya gak buruk2 amat di banding MU ingris😂 padahal kita gak sling kenal mana latihan nya cuman sekali lagi😂,tiktok_1,kakang dan malik madura ama malut sama mu kayanya gak buruk amat di banding mu ingris padahal kita gak sling kenal mana latihan nya cuman sekali lagi
aswad8990,ini smua setinggan 🗿🗿📏📏,tiktok_1,ini smua setinggan
11097ag,"dipuji tak pantas, dihina sudah hina 😭😭",tiktok_1,dipuji tak pantas dihina sudah hina
afdal1637,@Lahad Datu Remix sudah kalah telak😹😹😹,tiktok_1,lahad datu remix sudah kalah telak
firash.amsyar5,😂😂😂😂😂😂😂😂 Padan muka😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,tiktok_1,padan muka
cfourgais_,mu ni kalau lawan dengan smk semarak pun belum tentu menang,tiktok_1,mu ni kalau lawan dengan smk semarak pun belum tentu menang
diky9230,kalah sama asean😂,tiktok_1,kalah sama asean
akim.sportyy,antara senang dan sedih,tiktok_1,antara senang dan sedih
adammukhriz.248,serasa org dewasa dipukul bayi 🗿,tiktok_1,serasa org dewasa dipukul bayi
zallrizall_1,ini mah dibawahnya hina🗿,tiktok_1,ini mah dibawahnya hina
widanik_dwi,Besok mau fokus apa lagi yaa😂😂😂😂,tiktok_1,besok mau fokus apa lagi yaa
ddparrrnee,kalah menang itu wajar TPI KLO ini kalah terus ga wajar sih😭,tiktok_1,kalah menang itu wajar tpi klo ini kalah terus ga wajar sih
giup.mot.follow.v,Asen all star adalah tim sepak bola Vietnam yang memenangkan Manchester United,tiktok_1,asen all star adalah tim sepak bola vietnam yang memenangkan manchester united
dasharra_01,ga dihinapun sudah hina,tiktok_1,ga dihinapun sudah hina
paro.co1,ya puasa gelar,tiktok_1,ya puasa gelar
remukanspok,antara senang antara sedih😭,tiktok_1,antara senang antara sedih
rafi.perdana23,hahaha setan merah kalah,tiktok_1,hahaha setan merah kalah
usermisterius11,@☠️☠️sesat🙉🙉,tiktok_1,sesat
_elang.g.i,@Devandarmawan,tiktok_1,devandarmawan
jankoooookk0,"""kkkkkk kalah satu kosong",,kkkkkk kalah satu kosong
onikun51,apapun yg terjadi mu tetap di hati 😅,tiktok_1,apapun yg terjadi mu tetap di hati
pahmisr,Ampun Ampun 😂,tiktok_1,ampun ampun
yourmasmas,faktanya di asean all Stars kemarin diisi materi pemain kelas b asean🗿,tiktok_1,faktanya di asean all stars kemarin diisi materi pemain kelas b asean
saif_unrygend,lawan Liga SeLayang belum tentu menang,tiktok_1,lawan liga selayang belum tentu menang
citrameilia,Bener2 udah ga ada harapan 🗿🗿,tiktok_1,bener udah ga ada harapan
10jilong.bobi,hhh kalah sama asean hhhh,tiktok_1,hhh kalah sama asean hhhh
dimasjoy_railfans,🤣🤣🤣🤣 sama Asean All-stars kok kalahh🤣🤣,tiktok_1,sama asean allstars kok kalahh
lleover,udah kalah di luar di malaysia juga kalah 🤣,tiktok_1,udah kalah di luar di malaysia juga kalah
raka_sunda0858,"""wkwkwk klub sejago emyu aja kalah lawan asean all star😈😈😈😈😈😈",,wkwkwk klub sejago emyu aja kalah lawan asean all star
kochikoci,Padahal lawan ASEAN ALL - STARnya di Bali aja kalah. 🗿,tiktok_1,padahal lawan asean all starnya di bali aja kalah
kiyotaka.22,niat hati pngen cari tropy hiburan ehhh mlh dpat luka tambahan 😂😂😂🤣🤣,tiktok_1,niat hati pngen cari tropy hiburan ehhh mlh dpat luka tambahan
kendraradinka,"singkat, padat, klh ama tim baru dibuat",tiktok_1,singkat padat klh ama tim baru dibuat
iqbal.qassam,menang ni boss,tiktok_1,menang ni boss
_afiez_,lah bukanye All-star berlawan 29/5/2025 ke? salam dari Malaysia,tiktok_1,lah bukanye allstar berlawan ke salam dari malaysia
varompv,kalah sama pemain Persib,tiktok_1,kalah sama pemain persib
nicorombiinnn,tau gitu mending dari awal dukung kakang sama malik risaldi,tiktok_1,tau gitu mending dari awal dukung kakang sama malik risaldi
evi.adiati,indo aja aff pake pemain junior lah ini MU lawan pemain aff kalah🤣🤣🤣,tiktok_1,indo aja aff pake pemain junior lah ini mu lawan pemain aff kalah
dengaringue,CLUB HINA SEPANJANG MASA 🤣,tiktok_1,club hina sepanjang masa
justmine469,jangan jangan kalo ke liga 1 degradasi juga😭,tiktok_1,jangan jangan kalo ke liga degradasi juga
rakean_aja,udah bg bahas sejarah aj😹,tiktok_1,udah bg bahas sejarah aj
danialzulhilmyzul,jangan lah sedih,tiktok_1,jangan lah sedih
sayebeban,kalah menang itu hal yng wajar tapi kalau MU menang itu tidak wajar,tiktok_1,kalah menang itu hal yng wajar tapi kalau mu menang itu tidak wajar
crronaldo056,mu singkatan dari Madura united,tiktok_1,mu singkatan dari madura united
zul_1707,REAL MU🤣x perlu di hina dh memang hina😂,tiktok_1,real mux perlu di hina dh memang hina
gueorg11,mungkin mungkin mungkin kahhh emyu menang 🗿🙏🔥,tiktok_1,mungkin mungkin mungkin kahhh emyu menang
adam214073,anjay itu Johor menang,tiktok_1,anjay itu johor menang
brazz233,kalah sama club yg baru jadi seminggu,tiktok_1,kalah sama club yg baru jadi seminggu
salmannob,jangan kecam team emyu,tiktok_1,jangan kecam team emyu
_king.of.alwi_,garnacho dikantongin kakang,tiktok_1,garnacho dikantongin kakang
fadly.persib,mu 1musim 0 tropi kakang 1 musim 2 tropi garnacho di kantongin makkk,tiktok_1,mu musim tropi kakang musim tropi garnacho di kantongin makkk
zxxxyrn_,woi MU ngapa jadi gini 😭 ya tau sii kalau dia kalah mulu tapi ga espek bgtt dikalahin AAS 😭 ini manggilnya masih setan merah ga?,tiktok_1,woi mu ngapa jadi gini ya tau sii kalau dia kalah mulu tapi ga espek bgtt dikalahin aas ini manggilnya masih setan merah ga
sayonaraorenodaisukinahi,@່່:maksudnya asean all sfar?pemain asean digabung?,tiktok_1,maksudnya asean all sfarpemain asean digabung
shafapratama7,lapis kedua loh broo,tiktok_1,lapis kedua loh broo
alifaliffudin13,lu kan orang asean bang kok jadi sedih si,tiktok_1,lu kan orang asean bang kok jadi sedih si
ojanbbzrowrrr,man utd di obok obok hahahh wkwkwkw bott lawan asean aja kalah apa lagi lawan persib bandung,tiktok_1,man utd di obok obok hahahh wkwkwkw bott lawan asean aja kalah apa lagi lawan persib bandung
game.guy45,mesti dengan san marino kalah juga 😅,tiktok_1,mesti dengan san marino kalah juga
lokaja01,lu ngapain dukung team mu si selama Onana masih di mu mu pasti kalah terus 🤣,tiktok_1,lu ngapain dukung team mu si selama onana masih di mu mu pasti kalah terus
ditttpengennnduitttt,@akun tidak di temukan,tiktok_1,akun tidak di temukan
hakim.nz6,pemain Persib ama persebaya loh itu bukan pemain Copenhagen ama venezia,tiktok_1,pemain persib ama persebaya loh itu bukan pemain copenhagen ama venezia
maxx03345,itu mental nya fans mu aman kan 😔🥀🥀,tiktok_1,itu mental nya fans mu aman kan
mandannafaron,Titik terendah Tim MU di kalahkan skuad AFF 😂😂😂🙃,tiktok_1,titik terendah tim mu di kalahkan skuad aff
gz014_,padahal dulu menang lawan eropa,tiktok_1,padahal dulu menang lawan eropa
zulfahris3,kalah menang itu adat pertandingan tapi kalau mu itu tabiat😂😂🤣,tiktok_1,kalah menang itu adat pertandingan tapi kalau mu itu tabiat
akarakaharyadi,mu mau nge golin nya jga susah belakang nya jga banyak😅garnacho di kantongin pemain persib kakang jadi bagus main nya,tiktok_1,mu mau nge golin nya jga susah belakang nya jga banyakgarnacho di kantongin pemain persib kakang jadi bagus main nya
gamer4joyfull,"""tingkat kesulitan",,tingkat kesulitan
gavrielwensen,dulu menang lawan eropa XXI sekarang kalah lawan Asean al star,tiktok_1,dulu menang lawan eropa xxi sekarang kalah lawan asean al star
aqeefkawan,masuk gua sana,tiktok_1,masuk gua sana
aqeefkawan,masuk gua sana,tiktok_1,masuk gua sana
wana42890,salam dari Malaysia 1-0😂🤣🤣,tiktok_1,salam dari malaysia
xavtis_,@Kriʂρyy⛧:bukan kalah tapi mengalah ke klub kecil🙏,tiktok_1,kriyybukan kalah tapi mengalah ke klub kecil
rukzheavenly,gk papa mu bisa berjuang lagi,tiktok_1,gk papa mu bisa berjuang lagi
hibikii.art,sekarang fokus apalagi?,tiktok_1,sekarang fokus apalagi
sanalfa23,"ini bukan kalah ya, tapi (mengalah)🤣",tiktok_1,ini bukan kalah ya tapi mengalah
.fgggryujhgg,MU main aja di liga 2😅,tiktok_1,mu main aja di liga
ffirman77,niatnya Asean All Star itu tim dadakan biar gampang dikalahin MU.. eh malah kebalikan.. jauh lebih bagus Malut United deh.. 😭😭😭😭💙💙💙💙,tiktok_1,niatnya asean all star itu tim dadakan biar gampang dikalahin mu eh malah kebalikan jauh lebih bagus malut united deh
fellixajah,"""kalah menang memang hal yang wajar ,",,kalah menang memang hal yang wajar
chel_sisi,"mu klo lawan persib, yg menang jga persib deh",tiktok_1,mu klo lawan persib yg menang jga persib deh
stoptheviolence15,Mu tengah penat loh abis main Europe League,tiktok_1,mu tengah penat loh abis main europe league
alvon.haaaa,karna ga ada Antony,tiktok_1,karna ga ada antony
penjahat123_37,"udah bang , mu sekarang sudah tidak berapa kuat",tiktok_1,udah bang mu sekarang sudah tidak berapa kuat
yyyyyyy.44_,kemarin yapping wkwk,tiktok_1,kemarin yapping wkwk
pisal140,garnacho di kantongin kakang rudianto🤣,tiktok_1,garnacho di kantongin kakang rudianto
raikkonen28_,sama persika karawang juga di bantai itu MU,tiktok_1,sama persika karawang juga di bantai itu mu
muhammadrusadi728,"""bukan club setan merah lagi",,bukan club setan merah lagi
kamil.ibrahim368,myu keliga 1 ajah biar juara,tiktok_1,myu keliga ajah biar juara
bisma.042,sedihhhhh banget 😭,tiktok_1,sedihhhhh banget
bsiklki,kalah menang hal yang wajar ini kalah gk wajar jirr,tiktok_1,kalah menang hal yang wajar ini kalah gk wajar jirr
arsydendf,sama persib juga menang persib😭,tiktok_1,sama persib juga menang persib
dibalikbatas90,pengen ketawa tapi takut masuk goa,tiktok_1,pengen ketawa tapi takut masuk goa
crish.man10,"@Mrbee @l.ode1 makan dulu, jangan sampai kau gak makan",tiktok_1,mrbee lode makan dulu jangan sampai kau gak makan
blackhole1927,MU mending join di liga 1 bri🤣,tiktok_1,mu mending join di liga bri
vinzzyagood,bot banget emyu dari di tinggal nya para legend nya 🗿🤭🤭,tiktok_1,bot banget emyu dari di tinggal nya para legend nya
adam.musa.aisyah,emyu hebat karena di harab kan ronaldo jk,tiktok_1,emyu hebat karena di harab kan ronaldo jk
ryanbastian_1892,kalah sama club yang baru di bikin beberapa hari🤣jadi mikir cunha apakah mau menghancurkan karir nya sendir😌,tiktok_1,kalah sama club yang baru di bikin beberapa harijadi mikir cunha apakah mau menghancurkan karir nya sendir
pnbrdidfans,"""waktu Indonesia vs argentina:garnacho di kantongin asnawi",,waktu indonesia vs argentinagarnacho di kantongin asnawi
penghalangbermimpinabi_,"""mu ini sebenarnya tipis aja nasib y dengan negara indo ..nihh sama gak ada harapan untuk waktu dekat"""" ini serta beberapa zaman akan datang""",tiktok_1,mu ini sebenarnya tipis aja nasib y dengan negara indo nihh sama gak ada harapan untuk waktu dekat ini serta beberapa zaman akan datang
hsnya_z,sungguh malaz 😔,tiktok_1,sungguh malaz
manxxyh,Padahal udah berharap besar MU bisa angkat tropi piala merdeka 😂😄😅😁,tiktok_1,padahal udah berharap besar mu bisa angkat tropi piala merdeka
oke17352,kalah kok sama klub yang baru dibentuk wkwk,tiktok_1,kalah kok sama klub yang baru dibentuk wkwk
bagatata343,bubarin aja tu klub nya🗿,tiktok_1,bubarin aja tu klub nya
josewin82,lawan PSMS medan pun kayaknya kalah tu MU 😹,tiktok_1,lawan psms medan pun kayaknya kalah tu mu
furqona722,masa garnacho kalah sama kakang Rudianto pemain persib 🤣🤣🤣🤣🤣🤣🤣,tiktok_1,masa garnacho kalah sama kakang rudianto pemain persib
alpin.juniansyah,kalah gak sih emyu bot,tiktok_1,kalah gak sih emyu bot
tasyaaaaaaaaa55,semangat tetep ggmu bng💪🔥,tiktok_1,semangat tetep ggmu bng
shun94_,Kalh sama tim campur sari😭,tiktok_1,kalh sama tim campur sari
cinzz_indo2,ya gajadi angkat piala😹😹,tiktok_1,ya gajadi angkat piala
dw_bng0,mending mu nya indo dari pada mu nya eropa🤭🤭🤭,tiktok_1,mending mu nya indo dari pada mu nya eropa
adam.baik45,indo kan ASEAN juga,tiktok_1,indo kan asean juga
balle1003,udah main di bri liga 1 aja wkwk,tiktok_1,udah main di bri liga aja wkwk
mahdialdho,Bayangin aja kalo lawan Timnas Indonesia Full Squad 😂,tiktok_1,bayangin aja kalo lawan timnas indonesia full squad
ari_sikumbang,kok makin hari makin lawak aja MU 🤣😂😅😭 masak kalah terus sama club-club yg GK terkenal,tiktok_1,kok makin hari makin lawak aja mu masak kalah terus sama clubclub yg gk terkenal
riffat.inara,ah diayammin,tiktok_1,ah diayammin
zai_mau,MU = Memalukan United 🤣🤣,tiktok_1,mu memalukan united
fjrrrrsdk,FIX TERBUKTI KING MU TIDAK COCOK MAIN DI EPL😂,tiktok_1,fix terbukti king mu tidak cocok main di epl
zeemotion233,besok coba Ama liga tarkam siapa tau mu bisa menang,tiktok_1,besok coba ama liga tarkam siapa tau mu bisa menang
phanthek__,@Aneuk aceh jakarta @Tuna💖🕊️ 😅😅😅😅,tiktok_1,aneuk aceh jakarta tuna
aahdsa,bro didesa gue ada liga tarkam siapa tau mu mau ikut biar biasa juara,tiktok_1,bro didesa gue ada liga tarkam siapa tau mu mau ikut biar biasa juara
idrus.ssz,udh lapar tpi MU kalah🙂,tiktok_1,udh lapar tpi mu kalah
bukanjagoabg,cuman satu kosong juga🗿,tiktok_1,cuman satu kosong juga
setiyoaji72,"""Di Hina Tidak Tumbang",,di hina tidak tumbang
hanief.azzhar,cobain lawan Persib🗿,tiktok_1,cobain lawan persib
matcha.latte6120,@pingpong: titik paling hina😭 dikalahkan sekumpulan penghuni aff😭,tiktok_1,pingpong titik paling hina dikalahkan sekumpulan penghuni aff
anti.rasisme99,madura cabang inggris kalah lagi 🤣🤣🤣,tiktok_1,madura cabang inggris kalah lagi
www.shafiyyah.com,"mau, cocoknya main diliga 1",tiktok_1,mau cocoknya main diliga
neck304,bang mending pindah ke Liverpool bang udah ga ketolong ini😂😂😂,tiktok_1,bang mending pindah ke liverpool bang udah ga ketolong ini
hisyamhazmi,bang dah bang🙃,tiktok_1,bang dah bang
arian3756,"ikut laga tarkam ajah,,biar bisa menang😂😂😂🙏",tiktok_1,ikut laga tarkam ajahbiar bisa menang
azmijasmin_,kalah menang itu adat permainan tapi kalah itu udah lumrah MU 🗿🗿,tiktok_1,kalah menang itu adat permainan tapi kalah itu udah lumrah mu
iyal_sigma,goat antoni juga kalah bang,tiktok_1,goat antoni juga kalah bang
penceng3955,Gabung Liga 1 indonesia aja belum tentu juara tuh munyuk😅,tiktok_1,gabung liga indonesia aja belum tentu juara tuh munyuk
muhammad.hafiz0834,mu anj😓😓 lawan asean aja kalah anj😓😓,tiktok_1,mu anj lawan asean aja kalah anj
adr_khanzhathi,turunin lgi lah levelnya...,tiktok_1,turunin lgi lah levelnya
lumiererubyjane,udah bang itu pemain emyu lebih cocok jadi pelawak 🤣🤣🤣,tiktok_1,udah bang itu pemain emyu lebih cocok jadi pelawak
feliz5667,kayaknya pas jaman Ten hag kita bisa juara di asean tenggara dah,tiktok_1,kayaknya pas jaman ten hag kita bisa juara di asean tenggara dah
wanz_xyrus0,kalah sama tim yang baru di buat jir🤭,tiktok_1,kalah sama tim yang baru di buat jir
gatotdwi__,munyuk😭,tiktok_1,munyuk
denis_saya,padahal asean all star gada tim inti dari timnas indo loh,tiktok_1,padahal asean all star gada tim inti dari timnas indo loh
marshandaamdp,@Seasky🌊☁️ makan dlu hm,tiktok_1,seasky makan dlu hm
justmeflover,"""""""kalah menang itu hal yg wajar""""",,kalah menang itu hal yg wajar
satriaadiya,"bahkan untuk mendapatkan tropi asean pu mu gugur, sang setan merah yang dulu masih tertidur di dalam kegelapan kelam ternyata",tiktok_1,bahkan untuk mendapatkan tropi asean pu mu gugur sang setan merah yang dulu masih tertidur di dalam kegelapan kelam ternyata
rayhan.putra368,kakang Rudianto 3 kali juara,tiktok_1,kakang rudianto kali juara
tsxchange3,Sokong asean hadir 🫡 [写真],tiktok_1,sokong asean hadir
cogiltantrummm,"""tim badut",,tim badut
rayhan.putra368,kakang Rudianto 3 kali juara,tiktok_1,kakang rudianto kali juara
sipalingterkenall,tenang musim depan mu angkat piala😁,tiktok_1,tenang musim depan mu angkat piala
.wlrye,kalah menang itu hal yg wajar🤝💔,tiktok_1,kalah menang itu hal yg wajar
spriadi.jpn,udah bener dagang pecel lele anjir 🤣,tiktok_1,udah bener dagang pecel lele anjir
amahsorqeeu,"dulu mu,di juluki setan merah sekarang ko,sedih lihat mu",tiktok_1,dulu mudi juluki setan merah sekarang kosedih lihat mu
syed.qdr,mu aj ngerasain main di aff kn😅,tiktok_1,mu aj ngerasain main di aff kn
user8717831373741,"pramusim ngapain diseriusin,,, pemainya pada cape habis menang lawan villa di rpl",tiktok_1,pramusim ngapain diseriusin pemainya pada cape habis menang lawan villa di rpl
dyra_1209,menjadi patung kah,tiktok_1,menjadi patung kah
jengpu13,besok mu suruh ikut piala presiden 🤣,tiktok_1,besok mu suruh ikut piala presiden
erbolulu1,Dastan Satbaev ?,tiktok_1,dastan satbaev
muhammad.alfath120,lawan Asean all star aja kalah apalagi lawan king indo y😁,tiktok_1,lawan asean all star aja kalah apalagi lawan king indo y
andi_0357,@azril bukan ajril @𝖉𝖎𝖐𝖎 🌊 lawak,tiktok_1,azril bukan ajril lawak
afz_alfa47,2-0 bng MU menang,tiktok_1,bng mu menang
alif_aqil17,@ᅠᅠ⠀᠌ᅠᅠᅠᅠ⠀᠌ᅠᅠ emyu beban😹,tiktok_1,emyu beban
whymaa3,@putra @r,tiktok_1,putra r
hendrawansantoso7,suruh lawan liga 1 aja belum tentu menang 🤣,tiktok_1,suruh lawan liga aja belum tentu menang
kekek_76,besok galatama suruh ikut sekalian sapa tau juara,tiktok_1,besok galatama suruh ikut sekalian sapa tau juara
perrymatsuyama24,"kenpa sih madura united pengen lawan asean all Stars, kemarin aja lawan Tottenham aja kalah😂😂🤣",tiktok_1,kenpa sih madura united pengen lawan asean all stars kemarin aja lawan tottenham aja kalah
astrophillee2,@buN,tiktok_1,bun
achmadkssh,sampai sini apakah mau tetap setia sama emyu bang😂wkk,tiktok_1,sampai sini apakah mau tetap setia sama emyu bangwkk
ahongcandirengga,Hahah sekelas MU di ayam ayamin all star asean 🗿😭,tiktok_1,hahah sekelas mu di ayam ayamin all star asean
asad.attaraki,aib Inggris sudh tdk bisa tertolong,tiktok_1,aib inggris sudh tdk bisa tertolong
ajitrisaka97,"buset kalah 1 : 0 MU 😱😱,,apalagi lawan timnas indonesia. bisa di bantai banyak tuh MU,,di asean market value tertinggi dan wakil di round 3 hanya indonesia brow",tiktok_1,buset kalah mu apalagi lawan timnas indonesia bisa di bantai banyak tuh mudi asean market value tertinggi dan wakil di round hanya indonesia brow
okkyu_1,"santai broo, musim depan sunami trophy 🔥🔥",tiktok_1,santai broo musim depan sunami trophy
revitaa_1,setan merah sekarang jadi setan pasar malam hHHhhH🤣,tiktok_1,setan merah sekarang jadi setan pasar malam hhhhhh
sid12_8,dikalahin tim yang baru kebentuk kemaren sore😭,tiktok_1,dikalahin tim yang baru kebentuk kemaren sore
hasanr46,"mending jadi fans MU Madura united aja gak sih daripada MU yg onoh , malah makin banyak yg stress gue lihat fans MU yg onoh 😅",tiktok_1,mending jadi fans mu madura united aja gak sih daripada mu yg onoh malah makin banyak yg stress gue lihat fans mu yg onoh
aming.__,@Matnif macam biasa mu tetap hina,tiktok_1,matnif macam biasa mu tetap hina
rijaayooooi,"MAAF BANG,EMYU RESMI BUBAR😭😭",tiktok_1,maaf bangemyu resmi bubar
xremsa23,"""sabar yaa bangg ,Munyu lagi ngePrank dulu🤣",,sabar yaa bangg munyu lagi ngeprank dulu
pppppppppppppoppp,dikalahin tim baru di buat🤭🤣,tiktok_1,dikalahin tim baru di buat
_dimms__,@opickt_@fahrimaujadibatman @Ryan,tiktok_1,opicktfahrimaujadibatman ryan
dizzaya000,tapi ini gak wajar,tiktok_1,tapi ini gak wajar
gung_agung11,Lawak bet dah🤣,tiktok_1,lawak bet dah
dasep.irawan2,kakang Rudianto bikin garnacho gak berkutik 🤣🤣🤣,tiktok_1,kakang rudianto bikin garnacho gak berkutik
gausahdibahas0,1-0 semoga MU ga di bubarin 😣,tiktok_1,semoga mu ga di bubarin
adipateh,lawan team cap ayam boleh laa menang,tiktok_1,lawan team cap ayam boleh laa menang
muadz.r,malam aku full gelak doh,tiktok_1,malam aku full gelak doh
ahmaddurunnafis,di bawa santay aja kawan,tiktok_1,di bawa santay aja kawan
dkaaaaaaa16,@𝖓𝖔𝖕𝖆𝖑𝖑🔫 @𝖆𝖋𝖆𝖓 @Danz anak baek 🤭😝,tiktok_1,danz anak baek
tono_adit,lupakan tim badut itu Mari kita nonton final uecl🗿,tiktok_1,lupakan tim badut itu mari kita nonton final uecl
rillzv2,@Muhammad Adam mu kalah 🤣🤣,tiktok_1,muhammad adam mu kalah
anokabah05,lemah,tiktok_1,lemah
jamiludin548,"""Mending bubar dulu gak sih? 🤣",,mending bubar dulu gak sih
faathirrrr___1,lawan ade'an aja kalah wkwkwk,tiktok_1,lawan adean aja kalah wkwkwk
iyan_chelsea,"ku kira lawan sepadan ternyata beda kelas, tuker tambah aja Asean all star ke epl gantiin emyu🤣🤣",tiktok_1,ku kira lawan sepadan ternyata beda kelas tuker tambah aja asean all star ke epl gantiin emyu
wulanimoett,ditaro di liga 1 juga degradasi😭🙏,tiktok_1,ditaro di liga juga degradasi
zeuzzqw,"mu cuma ngalah aja,, liat aja lord Maguire juga di ganti klo g di ganti udh rata asean",tiktok_1,mu cuma ngalah aja liat aja lord maguire juga di ganti klo g di ganti udh rata asean
taufiqhidayat2955,Collagen Cream Pria Krim Kolagen Pemutih Retinol Anti Penuaan Krim Siang Dan Malam Vitamin E Hyaluronic Acid Melembabkan Kulit Penghilang Kerut Mencerahkan Wajah Pelembab Perawatan Hitam Bopeng Komedo Pencerah https://vt.tokopedia.com/t/ZSk1sKjk7/,tiktok_1,collagen cream pria krim kolagen pemutih retinol anti penuaan krim siang dan malam vitamin e hyaluronic acid melembabkan kulit penghilang kerut mencerahkan wajah pelembab perawatan hitam bopeng komedo pencerah httpsvttokopediacomtzskskjk
ldoriaraen,"lawan persib juga yang menang persib, gue emosi banget semalem nontonnya 😭",tiktok_1,lawan persib juga yang menang persib gue emosi banget semalem nontonnya
yizzz29,kalah sama klup yang baru lahir 2 minggu🤭🤭,tiktok_1,kalah sama klup yang baru lahir minggu
afiq_hilman,kalah menang tu adat tapi ni dah jadi tabiat 🤣,tiktok_1,kalah menang tu adat tapi ni dah jadi tabiat
momoe_kuneangs,"jauh jauh ke Malaysia buat kalah, buat apa? 🗿",tiktok_1,jauh jauh ke malaysia buat kalah buat apa
othell0_11,mu mah pak lawan PS TNI aja kalah 🗿,tiktok_1,mu mah pak lawan ps tni aja kalah
adityapratamaronaldo,dia belum tau di asean ada yang namanya malik risaldy,tiktok_1,dia belum tau di asean ada yang namanya malik risaldy
zpiyonabeytz,udah mengalah dari Tottenham mau fokus untuk Asean all star ehhh..taunya kalah🗿,tiktok_1,udah mengalah dari tottenham mau fokus untuk asean all star ehhhtaunya kalah
yunz0536,king emyu fokus bubar🔥🔥🔥🔥,tiktok_1,king emyu fokus bubar
retnopurwitosari,Malik risaldi gacor ya bang ya🗿,tiktok_1,malik risaldi gacor ya bang ya
bonie_00,bubarkan saja.. bikin baru MU reborn,tiktok_1,bubarkan saja bikin baru mu reborn
raden_norte89f2,aduhh bang garnacho,tiktok_1,aduhh bang garnacho
barcaa093,aduh kemarin kalah sama Tote,tiktok_1,aduh kemarin kalah sama tote
midnight_garage.bently.2,badut Spanyol 😹,tiktok_1,badut spanyol
maulanareza41,@Muhamad rizki Ardi,tiktok_1,muhamad rizki ardi
raja.panyaki,malah kalah sama tim cabut lot tiap negara🤣,tiktok_1,malah kalah sama tim cabut lot tiap negara
tanggall19,lebih sulit lawan mu lokal🙏😭,tiktok_1,lebih sulit lawan mu lokal
kampung518,gak papa bang gw juga dukung manchester United,tiktok_1,gak papa bang gw juga dukung manchester united
hamzz_kntl,emng udah main..?,tiktok_1,emng udah main
dorasepong,Indonesia menang lawan asean all Stars,tiktok_1,indonesia menang lawan asean all stars
bosskimz_09,"@rage:menang kalah tu adat la, tapi kalau mu kalah tu tabiat",tiktok_1,ragemenang kalah tu adat la tapi kalau mu kalah tu tabiat
titi.pian,Udah bangg. pindah aja ke madrid. kalo gak ke Liverpool atau arsenal biar lebih jelas masa depan nya. asal jgn Barca yaa☺️,tiktok_1,udah bangg pindah aja ke madrid kalo gak ke liverpool atau arsenal biar lebih jelas masa depan nya asal jgn barca yaa
tionovriadi2,"""SOAL KALAH MU MENANG",,soal kalah mu menang
bnzzzn,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu,tiktok_1,kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu
rahmat.arif.ansho,nih orang mu harga mati jir😭😭,tiktok_1,nih orang mu harga mati jir
xinopall,fiks suru lawan liga bri aja ni tim kesayangan,tiktok_1,fiks suru lawan liga bri aja ni tim kesayangan
